sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO51289,PK-7098,11084,20130104,20130111,20130116,2,1,2
SO51290,BK-M68B-38,11445,20130104,20130111,20130116,2295,1,2295
SO51290,BC-M005,11445,20130104,20130111,20130116,10,1,10
SO51291,BK-M68B-46,11447,20130104,20130111,20130116,2295,1,2295
SO51291,BC-M005,11447,20130104,20130111,20130116,10,1,10
SO51291,WB-H098,11447,20130104,20130111,20130116,5,1,5
SO51292,BK-M68S-42,11058,20130104,20130111,20130116,2320,1,2320
SO51292,HY-1023-70,11058,20130104,20130111,20130116,55,1,55
SO51293,BK-M68S-38,11060,20130104,20130111,20130116,2320,1,2320
SO51294,BK-M18S-40,17512,20130104,20130111,20130116,565,1,565
SO51294,TI-M267,17512,20130104,20130111,20130116,25,1,25
SO51294,PK-7098,17512,20130104,20130111,20130116,2,1,2
SO51295,BK-T79U-46,24425,20130104,20130111,20130116,2384,1,2384
SO51295,HL-U509-B,24425,20130104,20130111,20130116,35,1,35
SO51296,BK-R64Y-38,19417,20130104,20130111,20130116,1120,1,1120
SO51296,HL-U509-B,19417,20130104,20130111,20130116,35,1,35
SO51297,BK-R19B-52,29356,20130104,20130111,20130116,540,1,540
SO51297,TI-R092,29356,20130104,20130111,20130116,21,1,21
SO51297,TT-R982,29356,20130104,20130111,20130116,4,1,4
SO51297,VE-C304-S,29356,20130104,20130111,20130116,64,1,64
SO51298,BK-R19B-48,27949,20130104,20130111,20130116,540,1,540
SO51298,BC-R205,27949,20130104,20130111,20130116,9,1,9
SO51298,WB-H098,27949,20130104,20130111,20130116,25,5,
SO51299,BK-T79U-50,14775,20130104,20130111,20130116,2384,1,2384
SO51299,HL-U509-B,14775,20130104,20130111,20130116,35,1,35
SO51300,BK-R89B-48,16702,20130105,20130112,20130117,2443,1,2443
SO51301,BK-T44U-50,14050,20130105,20130112,20130117,1215,1,1215
SO51301,CA-1098,14050,20130105,20130112,20130117,9,1,9
SO51302,BK-R79Y-40,16569,20130105,20130112,20130117,1701,1,1701
SO51302,SJ-0194-S,16569,20130105,20130112,20130117,54,1,54
SO51303,BK-M38S-38,13774,20130105,20130112,20130117,769,1,769
SO51303,BC-M005,13774,20130105,20130112,20130117,10,1,10
SO51303,HL-U509,13774,20130105,20130112,20130117,35,1,35
SO51304,BK-M18S-42,17644,20130105,20130112,20130117,565,1,565
SO51304,CA-1098,17644,20130105,20130112,20130117,9,1,9
SO51305,BK-M68S-38,11242,20130105,20130112,20130117,2320,1,2320
SO51306,BK-M68S-42,11333,20130105,20130112,20130117,2320,1,2320
SO51306,FE-6654,11333,20130105,20130112,20130117,22,1,22
SO51306,PK-7098,11333,20130105,20130112,20130117,2,1,2
SO51307,BK-M68S-42,11336,20130105,20130112,20130117,2320,1,2320
SO51307,BC-M005,11336,20130105,20130112,20130117,10,1,10
SO51307,WB-H098,11336,20130105,20130112,20130117,5,1,5
SO51307,HL-U509,11336,20130105,20130112,20130117,35,1,35
SO51308,BK-M18B-44,18958,20130105,20130112,20130117,540,1,540
SO51308,WB-H098,18958,20130105,20130112,20130117,5,1,5
SO51308,BC-M005,18958,20130105,20130112,20130117,10,1,10
SO51308,PK-7098,18958,20130105,20130112,20130117,2,1,2
SO51308,CL-9009,18958,20130105,20130112,20130117,8,1,8
SO51309,BK-M18B-48,15553,20130105,20130112,20130117,540,1,540
SO51309,BC-M005,15553,20130105,20130112,20130117,10,1,10
SO51309,WB-H098,15553,20130105,20130112,20130117,5,1,5
SO51309,HL-U509-R,15553,20130105,20130112,20130117,35,1,35
SO51310,BK-M68S-38,11328,20130105,20130112,20130117,2320,1,2320
SO51311,BK-R79Y-40,22940,20130105,20130112,20130117,1701,1,1701
SO51311,SJ-0194-X,22940,20130105,20130112,20130117,54,1,54
SO51311,CA-1098,22940,20130105,20130112,20130117,9,1,9
SO51312,BK-T79U-50,28207,20130105,20130112,20130117,2384,1,2384
SO51312,BC-R205,28207,20130105,20130112,20130117,9,1,9
SO51312,WB-H098,28207,20130105,20130112,20130117,5,1,5
SO51312,VE-C304-S,28207,20130105,20130112,20130117,64,1,64
SO51313,BK-T79Y-60,28203,20130105,20130112,20130117,2384,1,2384
SO51314,BK-R19B-48,26666,20130105,20130112,20130117,540,1,540
SO51314,BC-R205,26666,20130105,20130112,20130117,9,1,9
SO51314,WB-H098,26666,20130105,20130112,20130117,5,1,5
SO51315,BK-M68B-42,11003,20130105,20130112,20130117,2295,1,2295
SO51315,BC-M005,11003,20130105,20130112,20130117,10,1,10
SO51315,WB-H098,11003,20130105,20130112,20130117,5,1,5
SO51315,CA-1098,11003,20130105,20130112,20130117,9,1,9
SO51316,BK-R64Y-44,19320,20130105,20130112,20130117,1120,1,1120
SO51316,SJ-0194-M,19320,20130105,20130112,20130117,54,1,54
SO51316,GL-H102-L,19320,20130105,20130112,20130117,24,1,24
SO51317,BK-R64Y-38,26994,20130105,20130112,20130117,1120,1,1120
SO51317,BC-R205,26994,20130105,20130112,20130117,9,1,9
SO51317,WB-H098,26994,20130105,20130112,20130117,5,1,5
SO51318,BK-R19B-44,22432,20130105,20130112,20130117,540,1,540
SO51318,BC-R205,22432,20130105,20130112,20130117,9,1,9
SO51318,WB-H098,22432,20130105,20130112,20130117,5,1,5
SO51318,GL-H102-S,22432,20130105,20130112,20130117,24,1,24
SO51319,BK-R19B-52,28758,20130105,20130112,20130117,540,1,540
SO51319,BC-R205,28758,20130105,20130112,20130117,9,1,9
SO51319,WB-H098,28758,20130105,20130112,20130117,5,1,5
SO51320,BK-T79Y-46,24061,20130105,20130112,20130117,2384,1,2384
SO51320,TI-T723,24061,20130105,20130112,20130117,29,1,29
SO51321,BK-R89B-48,18246,20130106,20130113,20130118,2443,1,2443
SO51321,BC-R205,18246,20130106,20130113,20130118,9,1,9
SO51322,BK-R89B-44,12296,20130106,20130113,20130118,2443,1,2443
SO51322,CL-9009,12296,20130106,20130113,20130118,8,1,8
SO51323,BK-M68S-38,11332,20130106,20130113,20130118,2320,1,2320
SO51323,HL-U509-B,11332,20130106,20130113,20130118,35,1,35
SO51324,BK-M68S-38,11155,20130106,20130113,20130118,2320,1,2320
SO51325,BK-M68S-38,11083,20130106,20130113,20130118,2320,1,2320
SO51325,TT-M928,11083,20130106,20130113,20130118,5,1,5
SO51325,TI-M823,11083,20130106,20130113,20130118,35,1,35
SO51325,HL-U509,11083,20130106,20130113,20130118,35,1,35
SO51326,BK-T18Y-58,25723,20130106,20130113,20130118,742,1,742
SO51326,HL-U509-B,25723,20130106,20130113,20130118,35,1,35
SO51327,BK-R19B-44,27745,20130106,20130113,20130118,540,1,540
SO51327,WB-H098,27745,20130106,20130113,20130118,5,1,5
SO51327,VE-C304-M,27745,20130106,20130113,20130118,64,1,64
SO51327,BC-R205,27745,20130106,20130113,20130118,9,1,9
SO51328,BK-R19B-44,26655,20130106,20130113,20130118,540,1,540
SO51329,BK-T18Y-58,26312,20130106,20130113,20130118,742,1,742
SO51329,BC-R205,26312,20130106,20130113,20130118,9,1,9
SO51329,WB-H098,26312,20130106,20130113,20130118,5,1,5
SO51329,SJ-0194-L,26312,20130106,20130113,20130118,54,1,54
SO51330,BK-T44U-50,28298,20130106,20130113,20130118,1215,1,1215
SO51330,HL-U509-B,28298,20130106,20130113,20130118,35,1,35
SO51331,CA-1098,24403,20130106,20130113,20130118,9,1,9
SO51331,BK-T79Y-60,24403,20130106,20130113,20130118,2384,1,2384
SO51332,BK-R19B-48,21439,20130106,20130113,20130118,540,1,540
SO51333,BK-R64Y-42,22631,20130106,20130113,20130118,1120,1,1120
SO51333,TT-R982,22631,20130106,20130113,20130118,4,1,4
SO51333,TI-R628,22631,20130106,20130113,20130118,25,1,25
SO51334,BK-R64Y-38,19335,20130106,20130113,20130118,1120,1,1120
SO51334,SJ-0194-L,19335,20130106,20130113,20130118,54,1,54
SO51335,BK-R19B-44,21004,20130106,20130113,20130118,540,1,540
SO51335,TI-R092,21004,20130106,20130113,20130118,21,1,21
SO51336,BK-R89B-48,18243,20130107,20130114,20130119,2443,1,2443
SO51336,TI-R982,18243,20130107,20130114,20130119,33,1,33
SO51336,TT-R982,18243,20130107,20130114,20130119,4,1,4
SO51337,BK-R89B-52,18220,20130107,20130114,20130119,2443,1,2443
SO51338,BK-R64Y-38,16339,20130107,20130114,20130119,1120,1,1120
SO51339,BK-M68B-38,12462,20130107,20130114,20130119,2295,1,2295
SO51339,BC-M005,12462,20130107,20130114,20130119,10,1,10
SO51339,VE-C304-M,12462,20130107,20130114,20130119,64,1,64
SO51339,WB-H098,12462,20130107,20130114,20130119,5,1,5
SO51340,BK-M38S-42,13789,20130107,20130114,20130119,769,1,769
SO51340,LJ-0192-L,13789,20130107,20130114,20130119,50,1,50
SO51341,BK-R89B-52,12301,20130107,20130114,20130119,2443,1,2443
SO51341,TT-R982,12301,20130107,20130114,20130119,4,1,4
SO51341,TI-R982,12301,20130107,20130114,20130119,33,1,33
SO51341,PK-7098,12301,20130107,20130114,20130119,2,1,2
SO51342,BK-R89B-58,19359,20130107,20130114,20130119,2443,1,2443
SO51342,HL-U509,19359,20130107,20130114,20130119,35,1,35
SO51343,BK-R89B-48,11439,20130107,20130114,20130119,2443,1,2443
SO51343,BC-R205,11439,20130107,20130114,20130119,9,1,9
SO51343,WB-H098,11439,20130107,20130114,20130119,5,1,5
SO51344,BK-R79Y-42,16793,20130107,20130114,20130119,1701,1,1701
SO51344,TI-R628,16793,20130107,20130114,20130119,25,1,25
SO51344,TT-R982,16793,20130107,20130114,20130119,4,1,4
SO51344,CA-1098,16793,20130107,20130114,20130119,9,1,9
SO51344,LJ-0192-X,16793,20130107,20130114,20130119,50,1,50
SO51345,BK-M68B-42,11267,20130107,20130114,20130119,2295,1,2295
SO51345,BC-M005,11267,20130107,20130114,20130119,10,1,10
SO51345,WB-H098,11267,20130107,20130114,20130119,5,1,5
SO51345,HY-1023-70,11267,20130107,20130114,20130119,55,1,55
SO51346,BK-M68B-46,11270,20130107,20130114,20130119,2295,1,2295
SO51346,FE-6654,11270,20130107,20130114,20130119,22,1,22
SO51346,HL-U509,11270,20130107,20130114,20130119,35,1,35
SO51346,SJ-0194-L,11270,20130107,20130114,20130119,54,1,54
SO51347,BK-M68B-42,11062,20130107,20130114,20130119,2295,1,2295
SO51347,FE-6654,11062,20130107,20130114,20130119,22,1,22
SO51347,HL-U509-B,11062,20130107,20130114,20130119,35,1,35
SO51348,BK-M68B-42,11167,20130107,20130114,20130119,2295,1,2295
SO51348,TI-M823,11167,20130107,20130114,20130119,35,1,35
SO51349,BK-R64Y-40,23310,20130107,20130114,20130119,1120,1,1120
SO51349,TI-R628,23310,20130107,20130114,20130119,25,1,25
SO51349,TT-R982,23310,20130107,20130114,20130119,4,1,4
SO51349,PK-7098,23310,20130107,20130114,20130119,2,1,2
SO51350,BK-M68B-38,11054,20130107,20130114,20130119,2295,1,2295
SO51350,HY-1023-70,11054,20130107,20130114,20130119,55,1,55
SO51350,SJ-0194-S,11054,20130107,20130114,20130119,54,1,54
SO51351,BK-M68S-42,11446,20130107,20130114,20130119,2320,1,2320
SO51351,HL-U509-B,11446,20130107,20130114,20130119,35,1,35
SO51352,BK-M68B-46,11093,20130107,20130114,20130119,2295,1,2295
SO51352,FE-6654,11093,20130107,20130114,20130119,22,1,22
SO51352,HL-U509-B,11093,20130107,20130114,20130119,35,1,35
SO51352,SO-R809-M,11093,20130107,20130114,20130119,9,1,9
SO51353,BK-T44U-54,25092,20130107,20130114,20130119,1215,1,1215
SO51353,TI-T723,25092,20130107,20130114,20130119,29,1,29
SO51353,TT-T092,25092,20130107,20130114,20130119,5,1,5
SO51353,CA-1098,25092,20130107,20130114,20130119,9,1,9
SO51354,BK-M68B-46,11454,20130107,20130114,20130119,2295,1,2295
SO51355,BK-R19B-58,22260,20130107,20130114,20130119,540,1,540
SO51355,TI-R092,22260,20130107,20130114,20130119,21,1,21
SO51355,PK-7098,22260,20130107,20130114,20130119,2,1,2
SO51356,BK-R64Y-38,19393,20130107,20130114,20130119,1120,1,1120
SO51356,BC-R205,19393,20130107,20130114,20130119,9,1,9
SO51356,WB-H098,19393,20130107,20130114,20130119,5,1,5
SO51357,BK-R19B-52,22415,20130107,20130114,20130119,540,1,540
SO51357,TI-R092,22415,20130107,20130114,20130119,21,1,21
SO51357,SJ-0194-X,22415,20130107,20130114,20130119,54,1,54
SO51358,BK-T44U-54,17833,20130107,20130114,20130119,1215,1,1215
SO51358,TI-T723,17833,20130107,20130114,20130119,29,1,29
SO51358,TT-T092,17833,20130107,20130114,20130119,5,1,5
SO51358,PK-7098,17833,20130107,20130114,20130119,2,1,2
SO51359,BK-R89R-58,18240,20130108,20130115,20130120,2443,1,2443
SO51359,BC-R205,18240,20130108,20130115,20130120,9,1,9
SO51359,WB-H098,18240,20130108,20130115,20130120,5,1,5
SO51359,SJ-0194-X,18240,20130108,20130115,20130120,54,1,54
SO51359,CA-1098,18240,20130108,20130115,20130120,9,1,9
SO51360,BK-M68S-46,11388,20130108,20130115,20130120,2320,1,2320
SO51360,BC-M005,11388,20130108,20130115,20130120,10,1,10
SO51360,WB-H098,11388,20130108,20130115,20130120,5,1,5
SO51360,CL-9009,11388,20130108,20130115,20130120,8,1,8
SO51361,BK-R89B-48,25795,20130108,20130115,20130120,2443,1,2443
SO51361,TI-R982,25795,20130108,20130115,20130120,33,1,33
SO51361,TT-R982,25795,20130108,20130115,20130120,4,1,4
SO51361,PK-7098,25795,20130108,20130115,20130120,2,1,2
SO51362,BK-R79Y-42,16797,20130108,20130115,20130120,1701,1,1701
SO51362,TT-R982,16797,20130108,20130115,20130120,4,1,4
SO51362,TI-R628,16797,20130108,20130115,20130120,25,1,25
SO51362,PK-7098,16797,20130108,20130115,20130120,2,1,2
SO51363,BK-M18B-40,15557,20130108,20130115,20130120,540,1,540
SO51363,BC-M005,15557,20130108,20130115,20130120,10,1,10
SO51363,WB-H098,15557,20130108,20130115,20130120,5,1,5
SO51364,BK-M38S-46,13741,20130108,20130115,20130120,769,1,769
SO51365,BK-M68B-38,11156,20130108,20130115,20130120,2295,1,2295
SO51365,TT-M928,11156,20130108,20130115,20130120,5,1,5
SO51365,TI-M823,11156,20130108,20130115,20130120,35,1,35
SO51365,HY-1023-70,11156,20130108,20130115,20130120,55,1,55
SO51366,BK-R79Y-48,14007,20130108,20130115,20130120,1701,1,1701
SO51367,BK-R19B-44,19270,20130108,20130115,20130120,540,1,540
SO51367,SO-R809-M,19270,20130108,20130115,20130120,9,1,9
SO51368,BK-R19B-48,19763,20130108,20130115,20130120,540,1,540
SO51368,HL-U509-B,19763,20130108,20130115,20130120,35,1,35
SO51369,BK-T79U-46,24434,20130108,20130115,20130120,2384,1,2384
SO51369,BC-R205,24434,20130108,20130115,20130120,9,1,9
SO51369,WB-H098,24434,20130108,20130115,20130120,5,1,5
SO51370,BK-T79U-54,24417,20130108,20130115,20130120,2384,1,2384
SO51370,TI-T723,24417,20130108,20130115,20130120,29,1,29
SO51370,TT-T092,24417,20130108,20130115,20130120,5,1,5
SO51370,WB-H098,24417,20130108,20130115,20130120,5,1,5
SO51370,BC-R205,24417,20130108,20130115,20130120,9,1,9
SO51370,HL-U509-B,24417,20130108,20130115,20130120,35,1,35
SO51371,BK-R19B-52,22259,20130108,20130115,20130120,540,1,540
SO51371,BC-R205,22259,20130108,20130115,20130120,9,1,9
SO51371,WB-H098,22259,20130108,20130115,20130120,5,1,5
SO51371,CA-1098,22259,20130108,20130115,20130120,9,1,9
SO51372,BK-R64Y-48,26995,20130108,20130115,20130120,1120,1,1120
SO51372,TI-R628,26995,20130108,20130115,20130120,25,1,25
SO51373,BK-R19B-58,22414,20130108,20130115,20130120,540,1,540
SO51373,HL-U509-B,22414,20130108,20130115,20130120,35,1,35
SO51374,BK-R89R-58,18205,20130109,20130116,20130121,2443,1,2443
SO51374,HL-U509-R,18205,20130109,20130116,20130121,35,1,35
SO51375,BK-R89B-58,18209,20130109,20130116,20130121,2443,1,2443
SO51375,HL-U509-R,18209,20130109,20130116,20130121,35,1,35
SO51376,BK-R89R-58,18218,20130109,20130116,20130121,2443,1,2443
SO51377,BK-T44U-54,14047,20130109,20130116,20130121,1215,1,1215
SO51377,HL-U509-R,14047,20130109,20130116,20130121,35,1,35
SO51378,BK-M18B-42,21501,20130109,20130116,20130121,540,1,540
SO51378,LJ-0192-L,21501,20130109,20130116,20130121,50,1,50
SO51379,BK-M38S-38,13745,20130109,20130116,20130121,769,1,769
SO51379,TI-M602,13745,20130109,20130116,20130121,30,1,30
SO51379,TT-M928,13745,20130109,20130116,20130121,5,1,5
SO51379,HL-U509-B,13745,20130109,20130116,20130121,35,1,35
SO51380,BK-M68S-38,11295,20130109,20130116,20130121,2320,1,2320
SO51380,TT-M928,11295,20130109,20130116,20130121,5,1,5
SO51380,TI-M823,11295,20130109,20130116,20130121,35,1,35
SO51380,RA-H123,11295,20130109,20130116,20130121,120,1,120
SO51381,BK-M68B-46,11129,20130109,20130116,20130121,2295,1,2295
SO51382,BK-M68B-42,11152,20130109,20130116,20130121,2295,1,2295
SO51383,BK-T18U-50,25722,20130109,20130116,20130121,742,1,742
SO51383,HL-U509,25722,20130109,20130116,20130121,35,1,35
SO51384,BK-M68B-38,11103,20130109,20130116,20130121,2295,1,2295
SO51384,WB-H098,11103,20130109,20130116,20130121,5,1,5
SO51384,BC-M005,11103,20130109,20130116,20130121,10,1,10
SO51384,SJ-0194-X,11103,20130109,20130116,20130121,54,1,54
SO51384,GL-H102-M,11103,20130109,20130116,20130121,24,1,24
SO51385,BK-M68B-42,11070,20130109,20130116,20130121,2295,1,2295
SO51385,TT-M928,11070,20130109,20130116,20130121,5,1,5
SO51385,TI-M823,11070,20130109,20130116,20130121,35,1,35
SO51385,PK-7098,11070,20130109,20130116,20130121,2,1,2
SO51385,CL-9009,11070,20130109,20130116,20130121,8,1,8
SO51386,BK-M68S-42,11072,20130109,20130116,20130121,2320,1,2320
SO51386,FE-6654,11072,20130109,20130116,20130121,22,1,22
SO51386,SJ-0194-L,11072,20130109,20130116,20130121,54,1,54
SO51387,BK-M18S-40,11942,20130109,20130116,20130121,565,1,565
SO51387,BC-M005,11942,20130109,20130116,20130121,10,1,10
SO51387,WB-H098,11942,20130109,20130116,20130121,5,1,5
SO51387,HL-U509-B,11942,20130109,20130116,20130121,70,2,
SO51388,BK-M68S-42,11455,20130109,20130116,20130121,2320,1,2320
SO51389,BK-R64Y-40,19428,20130109,20130116,20130121,1120,1,1120
SO51389,CA-1098,19428,20130109,20130116,20130121,9,1,9
SO51389,LJ-0192-L,19428,20130109,20130116,20130121,50,1,50
SO51390,BK-R19B-58,25611,20130109,20130116,20130121,540,1,540
SO51390,GL-H102-L,25611,20130109,20130116,20130121,24,1,24
SO51391,BK-R89B-44,19437,20130110,20130117,20130122,2443,1,2443
SO51391,TI-R982,19437,20130110,20130117,20130122,33,1,33
SO51391,TT-R982,19437,20130110,20130117,20130122,4,1,4
SO51392,BK-R89R-58,16388,20130110,20130117,20130122,2443,1,2443
SO51392,WB-H098,16388,20130110,20130117,20130122,5,1,5
SO51392,BC-R205,16388,20130110,20130117,20130122,9,1,9
SO51392,HL-U509-B,16388,20130110,20130117,20130122,35,1,35
SO51393,BK-R89B-48,16394,20130110,20130117,20130122,2443,1,2443
SO51393,HL-U509-R,16394,20130110,20130117,20130122,35,1,35
SO51394,BK-R89B-58,19416,20130110,20130117,20130122,2443,1,2443
SO51394,TI-R982,19416,20130110,20130117,20130122,33,1,33
SO51395,BK-R89B-44,20181,20130110,20130117,20130122,2443,1,2443
SO51396,BK-M38S-40,13849,20130110,20130117,20130122,769,1,769
SO51396,SH-W890-M,13849,20130110,20130117,20130122,70,1,70
SO51396,VE-C304-L,13849,20130110,20130117,20130122,64,1,64
SO51397,BK-M68B-38,11835,20130110,20130117,20130122,2295,1,2295
SO51397,FE-6654,11835,20130110,20130117,20130122,22,1,22
SO51397,PK-7098,11835,20130110,20130117,20130122,2,1,2
SO51398,BK-M68S-42,11154,20130110,20130117,20130122,2320,1,2320
SO51399,BK-M68S-38,11191,20130110,20130117,20130122,2320,1,2320
SO51399,TI-M823,11191,20130110,20130117,20130122,35,1,35
SO51399,TT-M928,11191,20130110,20130117,20130122,5,1,5
SO51400,BK-T18U-54,28672,20130110,20130117,20130122,742,1,742
SO51400,HL-U509-R,28672,20130110,20130117,20130122,35,1,35
SO51401,BK-T18U-58,28667,20130110,20130117,20130122,742,1,742
SO51401,LJ-0192-S,28667,20130110,20130117,20130122,50,1,50
SO51402,BK-T79U-46,22109,20130110,20130117,20130122,2384,1,2384
SO51402,CA-1098,22109,20130110,20130117,20130122,9,1,9
SO51403,BK-R19B-48,21465,20130110,20130117,20130122,540,1,540
SO51403,HL-U509-R,21465,20130110,20130117,20130122,35,1,35
SO51404,BK-R19B-58,21469,20130110,20130117,20130122,540,1,540
SO51404,WB-H098,21469,20130110,20130117,20130122,5,1,5
SO51404,BC-R205,21469,20130110,20130117,20130122,9,1,9
SO51404,HL-U509-R,21469,20130110,20130117,20130122,35,1,35
SO51405,BK-R19B-58,21438,20130110,20130117,20130122,540,1,540
SO51405,TI-R092,21438,20130110,20130117,20130122,21,1,21
SO51406,BK-R64Y-48,22613,20130110,20130117,20130122,1120,1,1120
SO51406,SJ-0194-M,22613,20130110,20130117,20130122,54,1,54
SO51406,CA-1098,22613,20130110,20130117,20130122,9,1,9
SO51407,BK-R89B-48,18214,20130111,20130118,20130123,2443,1,2443
SO51407,TT-R982,18214,20130111,20130118,20130123,4,1,4
SO51407,TI-R982,18214,20130111,20130118,20130123,33,1,33
SO51407,HL-U509-R,18214,20130111,20130118,20130123,35,1,35
SO51408,BK-M68B-46,11247,20130111,20130118,20130123,2295,1,2295
SO51408,TI-M823,11247,20130111,20130118,20130123,35,1,35
SO51408,PK-7098,11247,20130111,20130118,20130123,2,1,2
SO51408,CL-9009,11247,20130111,20130118,20130123,8,1,8
SO51409,BK-M68S-38,11417,20130111,20130118,20130123,2320,1,2320
SO51409,FE-6654,11417,20130111,20130118,20130123,22,1,22
SO51409,RA-H123,11417,20130111,20130118,20130123,120,1,120
SO51410,BK-M18B-52,14945,20130111,20130118,20130123,540,1,540
SO51410,FE-6654,14945,20130111,20130118,20130123,22,1,22
SO51410,RA-H123,14945,20130111,20130118,20130123,120,1,120
SO51411,BK-M68B-46,11239,20130111,20130118,20130123,2295,1,2295
SO51411,BC-M005,11239,20130111,20130118,20130123,10,1,10
SO51411,WB-H098,11239,20130111,20130118,20130123,5,1,5
SO51411,HL-U509-B,11239,20130111,20130118,20130123,35,1,35
SO51411,CA-1098,11239,20130111,20130118,20130123,9,1,9
SO51412,BK-R89R-58,22312,20130111,20130118,20130123,2443,1,2443
SO51412,TI-R982,22312,20130111,20130118,20130123,33,1,33
SO51412,PK-7098,22312,20130111,20130118,20130123,2,1,2
SO51413,BK-M18S-42,15549,20130111,20130118,20130123,565,1,565
SO51413,BC-M005,15549,20130111,20130118,20130123,10,1,10
SO51414,BK-R89B-58,16231,20130111,20130118,20130123,2443,1,2443
SO51414,TI-R982,16231,20130111,20130118,20130123,33,1,33
SO51414,LJ-0192-L,16231,20130111,20130118,20130123,50,1,50
SO51415,BK-M38S-42,21349,20130111,20130118,20130123,769,1,769
SO51415,SH-W890-L,21349,20130111,20130118,20130123,70,1,70
SO51415,SJ-0194-X,21349,20130111,20130118,20130123,54,1,54
SO51415,GL-H102-S,21349,20130111,20130118,20130123,24,1,24
SO51416,BK-T18U-44,11550,20130111,20130118,20130123,742,1,742
SO51416,HL-U509,11550,20130111,20130118,20130123,35,1,35
SO51417,BK-M68S-42,11281,20130111,20130118,20130123,2320,1,2320
SO51417,WB-H098,11281,20130111,20130118,20130123,5,1,5
SO51417,BC-M005,11281,20130111,20130118,20130123,10,1,10
SO51417,CL-9009,11281,20130111,20130118,20130123,8,1,8
SO51418,BK-R19B-58,26658,20130111,20130118,20130123,540,1,540
SO51418,WB-H098,26658,20130111,20130118,20130123,5,1,5
SO51418,BC-R205,26658,20130111,20130118,20130123,9,1,9
SO51418,SJ-0194-S,26658,20130111,20130118,20130123,54,1,54
SO51419,BK-R19B-44,18903,20130111,20130118,20130123,540,1,540
SO51419,TI-R092,18903,20130111,20130118,20130123,21,1,21
SO51419,TT-R982,18903,20130111,20130118,20130123,4,1,4
SO51420,BK-M68B-46,11109,20130111,20130118,20130123,2295,1,2295
SO51420,TT-M928,11109,20130111,20130118,20130123,5,1,5
SO51420,TI-M823,11109,20130111,20130118,20130123,35,1,35
SO51420,FE-6654,11109,20130111,20130118,20130123,22,1,22
SO51420,RA-H123,11109,20130111,20130118,20130123,120,1,120
SO51421,BK-M68B-42,11010,20130111,20130118,20130123,2295,1,2295
SO51422,BK-M18B-44,17513,20130111,20130118,20130123,540,1,540
SO51422,FE-6654,17513,20130111,20130118,20130123,22,1,22
SO51422,RA-H123,17513,20130111,20130118,20130123,120,1,120
SO51423,BK-T79Y-46,29042,20130111,20130118,20130123,2384,1,2384
SO51423,TI-T723,29042,20130111,20130118,20130123,29,1,29
SO51423,TT-T092,29042,20130111,20130118,20130123,5,1,5
SO51423,PK-7098,29042,20130111,20130118,20130123,2,1,2
SO51424,BK-R19B-52,21331,20130111,20130118,20130123,540,1,540
SO51424,HL-U509-B,21331,20130111,20130118,20130123,35,1,35
SO51424,GL-H102-M,21331,20130111,20130118,20130123,24,1,24
SO51425,BK-R64Y-40,19171,20130111,20130118,20130123,1120,1,1120
SO51425,SJ-0194-M,19171,20130111,20130118,20130123,54,1,54
SO51426,BK-R89B-52,18217,20130112,20130119,20130124,2443,1,2443
SO51426,HL-U509-R,18217,20130112,20130119,20130124,35,1,35
SO51427,BK-M68B-42,11243,20130112,20130119,20130124,2295,1,2295
SO51427,TI-M823,11243,20130112,20130119,20130124,35,1,35
SO51427,HL-U509-R,11243,20130112,20130119,20130124,35,1,35
SO51428,BK-R89B-52,12308,20130112,20130119,20130124,2443,1,2443
SO51428,TI-R982,12308,20130112,20130119,20130124,33,1,33
SO51428,GL-H102-L,12308,20130112,20130119,20130124,24,1,24
SO51429,BK-M68B-42,11316,20130112,20130119,20130124,2295,1,2295
SO51429,HY-1023-70,11316,20130112,20130119,20130124,55,1,55
SO51430,BK-M68S-46,11275,20130112,20130119,20130124,2320,1,2320
SO51430,FE-6654,11275,20130112,20130119,20130124,22,1,22
SO51430,HL-U509-B,11275,20130112,20130119,20130124,35,1,35
SO51431,BK-M68B-46,11063,20130112,20130119,20130124,2295,1,2295
SO51431,WB-H098,11063,20130112,20130119,20130124,5,1,5
SO51431,BC-M005,11063,20130112,20130119,20130124,10,1,10
SO51431,SJ-0194-L,11063,20130112,20130119,20130124,54,1,54
SO51431,CA-1098,11063,20130112,20130119,20130124,9,1,9
SO51432,BK-M68S-38,11092,20130112,20130119,20130124,2320,1,2320
SO51432,FE-6654,11092,20130112,20130119,20130124,22,1,22
SO51433,BK-T18U-58,26307,20130112,20130119,20130124,742,1,742
SO51433,HL-U509-B,26307,20130112,20130119,20130124,35,1,35
SO51434,BK-T44U-50,23688,20130112,20130119,20130124,1215,1,1215
SO51435,BK-T79U-60,24413,20130112,20130119,20130124,2384,1,2384
SO51435,WB-H098,24413,20130112,20130119,20130124,5,1,5
SO51435,BC-R205,24413,20130112,20130119,20130124,9,1,9
SO51435,CA-1098,24413,20130112,20130119,20130124,9,1,9
SO51436,BK-R19B-48,16218,20130112,20130119,20130124,540,1,540
SO51436,HL-U509-R,16218,20130112,20130119,20130124,35,1,35
SO51437,BK-R19B-44,21488,20130112,20130119,20130124,540,1,540
SO51437,BC-R205,21488,20130112,20130119,20130124,9,1,9
